GEOID,fips_state,fips_county,fips_subdivision,subdivision_name,total_pop,elderly_pop,pct_elderly,geometry
5002741275,50,027,41275,"Ludlow town, Windsor County, Vermont",2172,516,23.756906077348066,"list(c(478733.539276151, 479535.038672195, 480693.063301876, 481222.566878307, 481988.628561995, 481600.153816904, 481856.711557834, 482499.422971932, 486985.377789181, 486943.290248736, 486920.461536298, 485448.203475986, 485316.422956514, 483916.023728565, 481899.204746583, 479239.458911203, 478952.370194022, 478733.539276151, 96827.1061462797, 98872.5999101733, 101899.267888933, 103857.431660798, 106677.351772819, 106787.944187847, 107577.382554468, 107386.148520461, 105946.603552082, 98703.4666930722, 
94523.3971595486, 94612.1693121838, 91341.679909093, 92121.8643523535, 93254.802759873, 94750.3542469135, 94875.4474133729, 96827.1061462797))"
5002530925,50,025,30925,"Guilford town, Windham County, Vermont",2120,616,29.056603773584904,"list(c(484925.069964981, 485119.446902556, 485130.273610056, 485230.674265762, 487473.368350827, 491795.640836437, 492688.605610576, 493200.381294715, 493785.913981333, 493890.657584504, 494461.394231461, 494487.478224405, 494602.280118747, 494974.896653758, 494928.107616219, 494846.127438067, 494803.631244678, 494737.084499915, 494647.67413143, 494243.781284702, 491923.666607881, 490471.516529928, 485694.985663276, 484754.252575197, 484925.069964981, 30624.3581273736, 34010.0371749052, 35010.0067416044, 
36370.7035373716, 36328.7151470854, 36126.0371085746, 36094.0391186814, 36075.4082829062, 36054.6379371281, 36050.7673907148, 36030.4008264501, 36029.6023169626, 36025.5123785793, 36012.3447290166, 33655.1510009214, 32864.0649074222, 32161.707599976, 29330.7697768095, 25530.4844328604, 25546.010624403, 25635.657339723, 25692.1641357897, 25880.1888978685, 25917.610340796, 30624.3581273736))"
5002536175,50,025,36175,"Jamaica town, Windham County, Vermont",1005,236,23.482587064676615,"list(c(469881.338450644, 469993.247598726, 470201.261113088, 470209.79560073, 470334.852254145, 473418.76663533, 475392.655350667, 475751.136020697, 476150.980694929, 477920.026876571, 478988.184517023, 481535.433737223, 483065.414288965, 482700.846598053, 481775.744211525, 481607.515435579, 480942.29848144, 473890.299958175, 469668.564978194, 469881.338450644, 66015.3728332367, 68265.737289573, 71706.7264359915, 71853.999610511, 74064.448251652, 72990.5461804972, 72260.0242450703, 72126.6493455754, 
71977.9288008754, 71320.6302376736, 70929.762762887, 70028.9835553334, 69525.0983363613, 68105.1484381916, 64463.7554752996, 63802.4364654766, 61169.5164694536, 61428.7651876377, 61568.0577392157, 66015.3728332367))"
5000145550,50,001,45550,"Monkton town, Addison County, Vermont",2079,398,19.143819143819144,"list(c(444365.166845406, 447162.478356954, 448010.7066101, 448500.420515964, 448956.976967031, 449459.767614054, 452004.852634459, 452935.26082878, 453659.826234365, 453680.93379055, 453748.669165237, 454042.523535873, 453288.07385131, 454344.437470061, 453327.230555491, 452105.008887008, 451699.121838734, 448052.689422198, 447919.070053728, 447634.614586402, 445850.471988697, 445435.404062458, 445009.599873143, 444620.376731756, 444557.149166628, 444365.166845406, 196502.544459384, 197023.665289462, 
197132.890509218, 197220.919994901, 197307.577296019, 197397.02078737, 197852.030794768, 198027.73864873, 198169.694989457, 198005.088864445, 197479.459959085, 195199.673138678, 195088.996689909, 187288.288224031, 187213.20575782, 186966.87157743, 186934.950481358, 186480.277554185, 186451.332608655, 186391.032181183, 186189.801996307, 188915.113156407, 191888.24624472, 194755.10893852, 195070.338960802, 196502.544459384))"
5000362875,50,003,62875,"Sandgate town, Bennington County, Vermont",387,145,37.46770025839793,"list(c(438054.554796496, 438157.22420104, 438299.185717874, 439099.109277977, 439236.795007868, 442349.756003274, 448985.698198961, 448692.31350655, 448420.084280176, 448389.970736696, 448332.435646009, 448328.716451593, 437809.757687254, 438054.554796496, 74666.8191145603, 76867.9385410624, 79913.0793315793, 79928.9009835484, 79987.4420432238, 79742.7928296327, 79467.1155862813, 77070.4633086294, 71928.8655414573, 70841.7741006529, 69626.7961673061, 69125.1057932176, 69422.6452430566, 74666.8191145603
))"
5000363175,50,003,63175,"Searsburg town, Bennington County, Vermont",126,15,11.904761904761903,"list(c(458437.948888552, 458441.796703727, 458526.553137691, 465601.034965373, 465350.941119266, 465345.03095094, 465280.290158869, 458161.29958168, 458437.948888552, 45830.9245695788, 46170.0635385988, 47900.6922523529, 47495.5655772646, 41752.1424169742, 41324.922553462, 39651.1350677332, 40017.7683032614, 45830.9245695788))"
5000530550,50,005,30550,"Groton town, Caledonia County, Vermont",984,247,25.101626016260166,"list(c(511398.617488697, 513084.682041745, 514665.571695551, 514553.89726026, 523903.682910654, 524911.73023101, 525607.677685951, 525640.733877333, 525879.690307653, 526358.780404195, 526390.158650261, 526690.106709614, 526360.792995099, 525950.221151202, 523216.832787761, 523107.567703278, 521000.994203255, 520134.900393314, 520024.349207722, 516165.916939024, 515593.058925669, 510522.273162523, 511398.617488697, 190926.320709627, 194016.080109657, 196943.831597926, 199810.445560347, 197655.933759136, 
197430.56959345, 193858.013147867, 193472.796296495, 192369.588270724, 189629.636518067, 189538.315585052, 187909.818085107, 188032.380729463, 188045.524605948, 187792.737737348, 187763.240905332, 187569.056672043, 187514.122972144, 187507.229537226, 187054.044516827, 187008.660016435, 189321.7236925, 190926.320709627))"
5000531825,50,005,31825,"Hardwick town, Caledonia County, Vermont",2920,780,26.71232876712329,"list(c(505577.889377761, 506167.987700836, 506430.332067109, 510017.059027286, 510526.06785519, 514078.78560567, 515697.046979619, 517303.725386176, 518390.5190582, 518836.2414889, 518781.551078708, 515547.479528483, 515465.906447113, 514190.07104754, 509456.691459447, 509426.380167499, 505223.168222556, 505577.889377761, 223537.858028216, 224488.565298636, 224972.074452508, 231556.771620754, 231229.774369958, 229429.372118549, 228603.243169547, 227746.928072514, 227177.871787204, 226933.686241874, 
226829.075156428, 220616.863828303, 220465.437225273, 218074.046032828, 220611.156666838, 220614.001734345, 222876.742758753, 223537.858028216))"
5000554400,50,005,54400,"Peacham town, Caledonia County, Vermont",715,210,29.37062937062937,"list(c(515252.815386427, 515492.46586943, 516331.840660315, 516766.140329701, 517237.21379226, 517385.267462387, 518341.889923903, 519477.980480554, 519581.38591794, 519953.711622472, 520059.557993726, 520708.602347257, 521686.563839245, 522562.944226969, 525797.797115361, 526384.042305031, 526480.476805165, 526244.970328242, 526226.210233152, 527832.224440441, 532347.043332747, 530552.092421669, 529304.65489212, 527866.381601429, 526886.830496868, 525638.021306169, 524911.73023101, 523903.682910654, 
514553.89726026, 515252.815386427, 200622.285676291, 200943.081724153, 202119.498220807, 202610.837543589, 203075.857764657, 203249.478713101, 204503.143580586, 206623.303193931, 206779.175189952, 207467.001505472, 207728.338500835, 208931.647484374, 210776.589329379, 210466.765907954, 209675.595275042, 209530.930209243, 209506.985978281, 208070.063146483, 207958.537047698, 207546.382609669, 206407.443624802, 204292.458799431, 202748.443955697, 201006.962506176, 199802.143956284, 198310.29502246, 
197430.56959345, 197655.933759136, 199810.445560347, 200622.285676291))"
5000710300,50,007,10300,"Buels gore, Chittenden County, Vermont",29,0,0,"list(c(462814.220217951, 466275.181338454, 464247.221637156, 463833.065641125, 463475.503717155, 462814.220217951, 192463.253111579, 191419.399192295, 185949.136347073, 184658.689381687, 187261.982704987, 192463.253111579))"
5000733475,50,007,33475,"Hinesburg town, Chittenden County, Vermont",4698,1157,24.627501064282672,"list(c(447524.602880811, 447545.876364971, 449511.012146077, 450117.153265748, 450398.388239098, 453034.164551356, 453657.801771714, 454986.624487413, 457331.436554241, 457529.700593352, 458478.006935142, 458772.171400205, 454497.274204896, 454455.729677579, 453659.826234365, 452935.26082878, 452004.852634459, 449459.767614054, 448956.976967031, 448500.420515964, 448204.185797427, 447686.116373456, 446967.18395508, 447524.602880811, 207193.845516096, 207073.328762098, 207318.425102017, 207441.446904028, 
207494.421494855, 207869.305129363, 207948.190645083, 208126.134417834, 208442.641419022, 207053.122990588, 200521.429637027, 198473.766517686, 197915.805686268, 198335.791987407, 198169.694989457, 198027.73864873, 197852.030794768, 197397.02078737, 197307.577296019, 197220.919994901, 199276.325411744, 202690.875806102, 207101.670681475, 207193.845516096))"
5002303175,50,023,03175,"Barre city, Washington County, Vermont",8491,1231,14.497703450712518,"list(c(497258.948378361, 497294.471123991, 497323.352034283, 497404.470783667, 498168.356257762, 498853.82510964, 498920.910037494, 499167.916740788, 499748.4982602, 499822.427205345, 499822.916136805, 500129.53847954, 500151.361676266, 500223.52698676, 500249.416850573, 500340.271833736, 500620.856682669, 500313.468744615, 500619.354717891, 500856.748871211, 500890.972398793, 500913.699147374, 500988.441680883, 501369.749380181, 501149.431845216, 501078.32386014, 501303.558960191, 501263.506212017, 
501230.168236651, 501103.354890757, 500970.113274379, 500804.264645321, 500500.518472835, 500449.755841805, 500312.882654937, 499867.748605581, 499713.750559384, 499714.881422278, 499336.709383468, 498854.782925143, 498941.101429591, 498195.909354265, 498259.461662062, 497763.411455557, 497790.307585252, 497288.053612572, 497414.70237324, 496947.758783417, 497258.948378361, 190264.100336504, 190360.864550844, 190438.186992088, 190654.934898535, 190405.34094577, 190181.738405097, 190390.173961372, 
190310.914842142, 190135.087091521, 190314.64234474, 190664.535484396, 190565.533148079, 190260.52993498, 190237.198386209, 190319.978077555, 190496.539842036, 190407.448185844, 189493.860404448, 189385.992100987, 189303.129026224, 189197.576942457, 189004.800357099, 188962.255204788, 188813.322201994, 188010.161675648, 187754.258663064, 187226.851090944, 187206.73201642, 187192.503370158, 187232.481139909, 186958.347137164, 187110.881335532, 187086.517687597, 186957.735376788, 186695.059090529, 
186799.275850188, 186846.725499832, 187110.727202098, 187247.977662953, 187423.711902787, 187743.033193658, 188013.642164262, 188304.183068986, 188477.001419098, 188586.771106393, 188753.516367913, 189241.247954598, 189414.672390434, 190264.100336504))"
5002325825,50,023,25825,"Fayston town, Washington County, Vermont",1364,181,13.269794721407624,"list(c(464247.221637156, 466275.181338454, 467542.193192558, 468396.393504426, 470353.354871956, 472522.15598094, 476876.124067513, 476284.799947647, 476229.776235027, 475774.681098556, 475671.606989917, 474246.832785203, 473568.981868451, 473303.059176428, 472629.441573772, 472539.642267488, 470750.147561429, 470505.073449895, 469084.868486726, 468669.069605413, 468552.615152935, 465264.750110596, 463833.065641125, 464247.221637156, 185949.136347073, 191419.399192295, 194977.93762942, 197411.652166828, 
196449.907794486, 195367.969743953, 193300.214267921, 192425.744026023, 192343.496311255, 191665.363426224, 191470.850333966, 189307.0032217, 188262.668593878, 187860.955735537, 186944.592742012, 186809.297300306, 184207.729895058, 183909.483948815, 184413.460602099, 184579.43202875, 185083.112265951, 184911.87071434, 184658.689381687, 185949.136347073))"
